title,medium,faculty,category,topic,year,genres,keywords,directorCreator,country,description,metadataSource,metadataStatus,seasons,runYears,network,MediaType
Brooklyn Nine-Nine,Television,Mark Kerins,Personal Top 10,,2013,Comedy; Sitcom; Police,Comedy; Sitcom; Police; Fox; NBC,Dan Goor; Michael Schur,,,https://www.wikidata.org/w/index.php?search=Brooklyn%20Nine-Nine,TV metadata baseline added; verify ongoing-series season counts as of 2026,8,2013-2021,Fox; NBC,TV Series
Bullwinkle,Television,David Sedman,Personal Top 10,,1959,Animation; Comedy; Satire,Animation; Comedy; Satire; ABC; NBC,Jay Ward; Alex Anderson; Bill Scott,,,https://www.wikidata.org/w/index.php?search=Bullwinkle,TV metadata baseline added; verify ongoing-series season counts as of 2026,5,1959-1964,ABC; NBC,Animated Series
Cien Años de Solidad (Netflix),Television,Michelle Glasby-Millington,Personal Top 10,,2024,Drama; Magical realism,Drama; Magical realism; Netflix,José Rivera; Natalia Santa,,,https://www.wikidata.org/w/index.php?search=Cien%20A%C3%B1os%20de%20Solidad%20%28Netflix%29,TV metadata baseline added; verify ongoing-series season counts as of 2026,1,2024-present,Netflix,TV Series
Cien Años de Solidad (Netflix),Television,Michelle Glasby-Millington,Inspired my work,,2024,Drama; Magical realism,Drama; Magical realism; Netflix,José Rivera; Natalia Santa,,,https://www.wikidata.org/w/index.php?search=Cien%20A%C3%B1os%20de%20Solidad%20%28Netflix%29,TV metadata baseline added; verify ongoing-series season counts as of 2026,1,2024-present,Netflix,TV Series
Cien Años de Solidad (Netflix),Television,Michelle Glasby-Millington,Important or Influential,,2024,Drama; Magical realism,Drama; Magical realism; Netflix,José Rivera; Natalia Santa,,,https://www.wikidata.org/w/index.php?search=Cien%20A%C3%B1os%20de%20Solidad%20%28Netflix%29,TV metadata baseline added; verify ongoing-series season counts as of 2026,1,2024-present,Netflix,TV Series
Dark Shadows,Television,Rick Worland,Personal Top 10,,1966,Soap opera; Gothic; Horror,Soap opera; Gothic; Horror; ABC,Dan Curtis,,,https://www.wikidata.org/w/index.php?search=Dark%20Shadows,TV metadata baseline added; verify ongoing-series season counts as of 2026,6,1966-1971,ABC,TV Series
Deadwood,Television,Rick Worland,Important or Influential,,2004,Western; Drama,Western; Drama; HBO,David Milch,,,https://www.wikidata.org/w/index.php?search=Deadwood,TV metadata baseline added; verify ongoing-series season counts as of 2026,3,2004-2006,HBO,TV Series
Derry Girls,Television,Jennifer Prediger,Important or Influential,,2018,Comedy; Sitcom; Coming-of-age,Comedy; Sitcom; Coming-of-age; Channel 4,Lisa McGee,,,https://www.wikidata.org/w/index.php?search=Derry%20Girls,TV metadata baseline added; verify ongoing-series season counts as of 2026,3,2018-2022,Channel 4,TV Series
Dick Van Dyke Show,Television,David Sedman,Personal Top 10,,1961,Comedy; Sitcom,Comedy; Sitcom; CBS,Carl Reiner,,,https://www.wikidata.org/w/index.php?search=Dick%20Van%20Dyke%20Show,TV metadata baseline added; verify ongoing-series season counts as of 2026,5,1961-1966,CBS,TV Series
Dick Van Dyke Show,Television,Rick Worland,Inspired my work,,1961,Comedy; Sitcom,Comedy; Sitcom; CBS,Carl Reiner,,,https://www.wikidata.org/w/index.php?search=Dick%20Van%20Dyke%20Show,TV metadata baseline added; verify ongoing-series season counts as of 2026,5,1961-1966,CBS,TV Series
Downton Abbey,Television,Jennifer Prediger,Important or Influential,,2010,Period drama; Historical drama,Period drama; Historical drama; ITV,Julian Fellowes,,,https://www.wikidata.org/w/index.php?search=Downton%20Abbey,TV metadata baseline added; verify ongoing-series season counts as of 2026,6,2010-2015,ITV,TV Series
English Teacher,Television,Jennifer Prediger,Important or Influential,,2024,Comedy; Sitcom,Comedy; Sitcom; FX,Brian Jordan Alvarez,,,https://www.wikidata.org/w/index.php?search=English%20Teacher,TV metadata baseline added; verify ongoing-series season counts as of 2026,2,2024-present,FX,TV Series
Enlightened,Television,Jennifer Prediger,Important or Influential,,2011,Comedy drama,Comedy drama; HBO,Mike White; Laura Dern,,,https://www.wikidata.org/w/index.php?search=Enlightened,TV metadata baseline added; verify ongoing-series season counts as of 2026,2,2011-2013,HBO,TV Series
Extraordinary,Television,Jennifer Prediger,Important or Influential,,2023,Comedy; Superhero,Comedy; Superhero; Disney+,Emma Moran,,,https://www.wikidata.org/w/index.php?search=Extraordinary,TV metadata baseline added; verify ongoing-series season counts as of 2026,2,2023-2024,Disney+,TV Series
Fargo (Season 2),Television,Sean Griffin,Personal Top 10,,2015,Black comedy; Crime; Drama; Anthology,Black comedy; Crime; Drama; Anthology; FX,Noah Hawley,,,https://www.wikidata.org/w/index.php?search=Fargo%20%28Season%202%29,TV metadata baseline added; verify ongoing-series season counts as of 2026,1,2015,FX,TV Season
Fleabag,Television,Jennifer Prediger,Personal Top 10,,2016,Comedy drama; Black comedy,Comedy drama; Black comedy; BBC Three; BBC One,Phoebe Waller-Bridge,,,https://www.wikidata.org/w/index.php?search=Fleabag,TV metadata baseline added; verify ongoing-series season counts as of 2026,2,2016-2019,BBC Three; BBC One,TV Series
Friends,Television,Mark Kerins,Important or Influential,,1994,Comedy; Sitcom; Romance,Comedy; Sitcom; Romance; NBC,David Crane; Marta Kauffman,,,https://www.wikidata.org/w/index.php?search=Friends,TV metadata baseline added; verify ongoing-series season counts as of 2026,10,1994-2004,NBC,TV Series
Fringe,Television,Mark Kerins,Personal Top 10,,2008,Science fiction; Drama; Mystery,Science fiction; Drama; Mystery; Fox,J. J. Abrams; Alex Kurtzman; Roberto Orci,,,https://www.wikidata.org/w/index.php?search=Fringe,TV metadata baseline added; verify ongoing-series season counts as of 2026,5,2008-2013,Fox,TV Series
Futurama,Television,Mark Kerins,Personal Top 10,,1999,Animation; Comedy; Science fiction; Sitcom,Animation; Comedy; Science fiction; Sitcom; Fox; Comedy Central; Hulu,Matt Groening; David X. Cohen,,,https://www.wikidata.org/w/index.php?search=Futurama,TV metadata baseline added; verify ongoing-series season counts as of 2026,9,1999-present,Fox; Comedy Central; Hulu,Animated Series
Gilmore Girls,Television,Jennifer Prediger,Important or Influential,,2000,Comedy drama,Comedy drama; The WB; The CW,Amy Sherman-Palladino,,,https://www.wikidata.org/w/index.php?search=Gilmore%20Girls,TV metadata baseline added; verify ongoing-series season counts as of 2026,7,2000-2007,The WB; The CW,TV Series
Hacks,Television,Jennifer Prediger,Important or Influential,,2021,Comedy drama,Comedy drama; Max,Lucia Aniello; Paul W. Downs; Jen Statsky,,,https://www.wikidata.org/w/index.php?search=Hacks,TV metadata baseline added; verify ongoing-series season counts as of 2026,4,2021-present,Max,TV Series
How I Met Your Mother,Television,Mark Kerins,Personal Top 10,,2005,Comedy; Sitcom; Romance,Comedy; Sitcom; Romance; CBS,Carter Bays; Craig Thomas,,,https://www.wikidata.org/w/index.php?search=How%20I%20Met%20Your%20Mother,TV metadata baseline added; verify ongoing-series season counts as of 2026,9,2005-2014,CBS,TV Series
I Love Lucy,Television,David Sedman,Important or Influential,,1951,Comedy; Sitcom; Slapstick,Comedy; Sitcom; Slapstick; CBS,Jess Oppenheimer; Madelyn Pugh; Bob Carroll Jr.,,,https://www.wikidata.org/w/index.php?search=I%20Love%20Lucy,TV metadata baseline added; verify ongoing-series season counts as of 2026,6,1951-1957,CBS,TV Series
I Love Lucy,Television,Sean Griffin,Personal Top 10,,1951,Comedy; Sitcom; Slapstick,Comedy; Sitcom; Slapstick; CBS,Jess Oppenheimer; Madelyn Pugh; Bob Carroll Jr.,,,https://www.wikidata.org/w/index.php?search=I%20Love%20Lucy,TV metadata baseline added; verify ongoing-series season counts as of 2026,6,1951-1957,CBS,TV Series
I Love Lucy,Television,Jennifer Prediger,Important or Influential,,1951,Comedy; Sitcom; Slapstick,Comedy; Sitcom; Slapstick; CBS,Jess Oppenheimer; Madelyn Pugh; Bob Carroll Jr.,,,https://www.wikidata.org/w/index.php?search=I%20Love%20Lucy,TV metadata baseline added; verify ongoing-series season counts as of 2026,6,1951-1957,CBS,TV Series
I Love Lucy,Television,Rick Worland,Important or Influential,,1951,Comedy; Sitcom; Slapstick,Comedy; Sitcom; Slapstick; CBS,Jess Oppenheimer; Madelyn Pugh; Bob Carroll Jr.,,,https://www.wikidata.org/w/index.php?search=I%20Love%20Lucy,TV metadata baseline added; verify ongoing-series season counts as of 2026,6,1951-1957,CBS,TV Series
I May Destroy You,Television,Jennifer Prediger,Personal Top 10,,2020,Drama; Black comedy; Miniseries,Drama; Black comedy; Miniseries; BBC One; HBO,Michaela Coel,,,https://www.wikidata.org/w/index.php?search=I%20May%20Destroy%20You,TV metadata baseline added; verify ongoing-series season counts as of 2026,1,2020,BBC One; HBO,TV Miniseries
I Think You Should Leave,Television,Jennifer Prediger,Personal Top 10,,2019,Sketch comedy; Absurdist comedy,Sketch comedy; Absurdist comedy; Netflix,Tim Robinson; Zach Kanin,,,https://www.wikidata.org/w/index.php?search=I%20Think%20You%20Should%20Leave,TV metadata baseline added; verify ongoing-series season counts as of 2026,3,2019-present,Netflix,TV Series
In Living Color,Television,Rick Worland,Important or Influential,,1990,Sketch comedy; Variety,Sketch comedy; Variety; Fox,Keenen Ivory Wayans,,,https://www.wikidata.org/w/index.php?search=In%20Living%20Color,TV metadata baseline added; verify ongoing-series season counts as of 2026,5,1990-1994,Fox,TV Series
Insecure,Television,Jennifer Prediger,Personal Top 10,,2016,Comedy drama,Comedy drama; HBO,Issa Rae; Larry Wilmore,,,https://www.wikidata.org/w/index.php?search=Insecure,TV metadata baseline added; verify ongoing-series season counts as of 2026,5,2016-2021,HBO,TV Series
Insecure,Television,Michelle Glasby-Millington,Important or Influential,,2016,Comedy drama,Comedy drama; HBO,Issa Rae; Larry Wilmore,,,https://www.wikidata.org/w/index.php?search=Insecure,TV metadata baseline added; verify ongoing-series season counts as of 2026,5,2016-2021,HBO,TV Series
Jury Duty,Television,Jennifer Prediger,Important or Influential,,2023,Comedy; Reality hoax,Comedy; Reality hoax; Amazon Freevee,Lee Eisenberg; Gene Stupnitsky,,,https://www.wikidata.org/w/index.php?search=Jury%20Duty,TV metadata baseline added; verify ongoing-series season counts as of 2026,1,2023,Amazon Freevee,TV Series
Law and Order,Television,Rick Worland,Personal Top 10,,1990,Crime; Drama; Legal,Crime; Drama; Legal; NBC,Dick Wolf,,,https://www.wikidata.org/w/index.php?search=Law%20and%20Order,TV metadata baseline added; verify ongoing-series season counts as of 2026,25,1990-2010; 2022-present,NBC,TV Series
Law and Order,Television,Mark Kerins,Important or Influential,,1990,Crime; Drama; Legal,Crime; Drama; Legal; NBC,Dick Wolf,,,https://www.wikidata.org/w/index.php?search=Law%20and%20Order,TV metadata baseline added; verify ongoing-series season counts as of 2026,25,1990-2010; 2022-present,NBC,TV Series
Lost,Television,Mark Kerins,Personal Top 10,,2004,Drama; Mystery; Science fiction; Adventure,Drama; Mystery; Science fiction; Adventure; ABC,J. J. Abrams; Damon Lindelof; Jeffrey Lieber,,,https://www.wikidata.org/w/index.php?search=Lost,TV metadata baseline added; verify ongoing-series season counts as of 2026,6,2004-2010,ABC,TV Series
Lovecraft Country,Television,Michelle Glasby-Millington,Personal Top 10,,2020,Drama; Horror; Fantasy,Drama; Horror; Fantasy; HBO,Misha Green,,,https://www.wikidata.org/w/index.php?search=Lovecraft%20Country,TV metadata baseline added; verify ongoing-series season counts as of 2026,1,2020,HBO,TV Series
Lovecraft Country,Television,Michelle Glasby-Millington,Inspired my work,,2020,Drama; Horror; Fantasy,Drama; Horror; Fantasy; HBO,Misha Green,,,https://www.wikidata.org/w/index.php?search=Lovecraft%20Country,TV metadata baseline added; verify ongoing-series season counts as of 2026,1,2020,HBO,TV Series
Lovecraft Country,Television,Michelle Glasby-Millington,Important or Influential,,2020,Drama; Horror; Fantasy,Drama; Horror; Fantasy; HBO,Misha Green,,,https://www.wikidata.org/w/index.php?search=Lovecraft%20Country,TV metadata baseline added; verify ongoing-series season counts as of 2026,1,2020,HBO,TV Series
Mad Men,Television,Rick Worland,Personal Top 10,,2007,Drama; Period drama,Drama; Period drama; AMC,Matthew Weiner,,,https://www.wikidata.org/w/index.php?search=Mad%20Men,TV metadata baseline added; verify ongoing-series season counts as of 2026,7,2007-2015,AMC,TV Series
MASH,Television,Rick Worland,Important or Influential,,1972,Comedy drama; War; Medical,Comedy drama; War; Medical; CBS,Larry Gelbart,,,https://www.wikidata.org/w/index.php?search=MASH,TV metadata baseline added; verify ongoing-series season counts as of 2026,11,1972-1983,CBS,TV Series
Miami Vice,Television,Rick Worland,Inspired my work,,1984,Crime; Drama; Action,Crime; Drama; Action; NBC,Anthony Yerkovich,,,https://www.wikidata.org/w/index.php?search=Miami%20Vice,TV metadata baseline added; verify ongoing-series season counts as of 2026,5,1984-1989,NBC,TV Series
Monty Python's Flying Circus,Television,Mark Kerins,Important or Influential,,1969,Sketch comedy; Surrealism,Sketch comedy; Surrealism; BBC1,Graham Chapman; John Cleese; Terry Gilliam; Eric Idle; Terry Jones; Michael Palin,,,https://www.wikidata.org/w/index.php?search=Monty%20Python%27s%20Flying%20Circus,TV metadata baseline added; verify ongoing-series season counts as of 2026,4,1969-1974,BBC1,TV Series
Nova,Television,David Sedman,Personal Top 10,,1974,Documentary; Science,Documentary; Science; PBS,Michael Ambrosino,,,https://www.wikidata.org/w/index.php?search=Nova,TV metadata baseline added; verify ongoing-series season counts as of 2026,53,1974-present,PBS,Documentary Series
On the Air,Television,David Sedman,Personal Top 10,,1992,Comedy; Surrealism,Comedy; Surrealism; ABC,David Lynch; Mark Frost,,,https://www.wikidata.org/w/index.php?search=On%20the%20Air,TV metadata baseline added; verify ongoing-series season counts as of 2026,1,1992,ABC,TV Series
On the Air,Television,David Sedman,Important or Influential,,1992,Comedy; Surrealism,Comedy; Surrealism; ABC,David Lynch; Mark Frost,,,https://www.wikidata.org/w/index.php?search=On%20the%20Air,TV metadata baseline added; verify ongoing-series season counts as of 2026,1,1992,ABC,TV Series
Ozark,Television,Michelle Glasby-Millington,Personal Top 10,,2017,Crime; Drama; Thriller,Crime; Drama; Thriller; Netflix,Bill Dubuque; Mark Williams,,,https://www.wikidata.org/w/index.php?search=Ozark,TV metadata baseline added; verify ongoing-series season counts as of 2026,4,2017-2022,Netflix,TV Series
Pachinko,Television,David Sedman,Important or Influential,,2022,Drama; Historical,Drama; Historical; Apple TV+,Soo Hugh,,,https://www.wikidata.org/w/index.php?search=Pachinko,TV metadata baseline added; verify ongoing-series season counts as of 2026,2,2022-present,Apple TV+,TV Series
Pee Wee's Playhouse,Television,Jennifer Prediger,Important or Influential,,1986,Children's; Comedy; Variety,Children's; Comedy; Variety; CBS,Paul Reubens,,,https://www.wikidata.org/w/index.php?search=Pee%20Wee%27s%20Playhouse,TV metadata baseline added; verify ongoing-series season counts as of 2026,5,1986-1990,CBS,TV Series
Pee Wee's Xmas Special,Television,Sean Griffin,Important or Influential,,1988,Comedy; Holiday; Variety,Comedy; Holiday; Variety; CBS,Paul Reubens,,,https://www.wikidata.org/w/index.php?search=Pee%20Wee%27s%20Xmas%20Special,TV metadata baseline added; verify ongoing-series season counts as of 2026,1,1988,CBS,TV Special
PEN15,Television,Jennifer Prediger,Important or Influential,,2019,Comedy; Coming-of-age,Comedy; Coming-of-age; Hulu,Maya Erskine; Anna Konkle; Sam Zvibleman,,,https://www.wikidata.org/w/index.php?search=PEN15,TV metadata baseline added; verify ongoing-series season counts as of 2026,2,2019-2021,Hulu,TV Series
Reservation Dogs,Television,Jennifer Prediger,Personal Top 10,,2021,Comedy drama; Coming-of-age,Comedy drama; Coming-of-age; FX on Hulu,Sterlin Harjo; Taika Waititi,,,https://www.wikidata.org/w/index.php?search=Reservation%20Dogs,TV metadata baseline added; verify ongoing-series season counts as of 2026,3,2021-2023,FX on Hulu,TV Series
Roots,Television,Michelle Glasby-Millington,Important or Influential,,1977,Historical drama; Miniseries,Historical drama; Miniseries; ABC,William Blinn,,,https://www.wikidata.org/w/index.php?search=Roots,TV metadata baseline added; verify ongoing-series season counts as of 2026,1,1977,ABC,TV Miniseries
Saturday Night Live,Television,Mark Kerins,Important or Influential,,1975,Sketch comedy; Variety; Satire,Sketch comedy; Variety; Satire; NBC,Lorne Michaels,,,https://www.wikidata.org/w/index.php?search=Saturday%20Night%20Live,TV metadata baseline added; verify ongoing-series season counts as of 2026,51,1975-present,NBC,TV Series
Scandal,Television,David Sedman,Important or Influential,,2012,Political drama; Thriller,Political drama; Thriller; ABC,Shonda Rhimes,,,https://www.wikidata.org/w/index.php?search=Scandal,TV metadata baseline added; verify ongoing-series season counts as of 2026,7,2012-2018,ABC,TV Series
Schitt's Creek,Television,Jennifer Prediger,Important or Influential,,2015,Comedy; Sitcom,Comedy; Sitcom; CBC,Dan Levy; Eugene Levy,,,https://www.wikidata.org/w/index.php?search=Schitt%27s%20Creek,TV metadata baseline added; verify ongoing-series season counts as of 2026,6,2015-2020,CBC,TV Series
Schitt's Creek,Television,Mark Kerins,Important or Influential,,2015,Comedy; Sitcom,Comedy; Sitcom; CBC,Dan Levy; Eugene Levy,,,https://www.wikidata.org/w/index.php?search=Schitt%27s%20Creek,TV metadata baseline added; verify ongoing-series season counts as of 2026,6,2015-2020,CBC,TV Series
Scrubs,Television,Mark Kerins,Personal Top 10,,2001,Comedy drama; Medical,Comedy drama; Medical; NBC; ABC,Bill Lawrence,,,https://www.wikidata.org/w/index.php?search=Scrubs,TV metadata baseline added; verify ongoing-series season counts as of 2026,9,2001-2010,NBC; ABC,TV Series
Scrubs,Television,Mark Kerins,Inspired my work,,2001,Comedy drama; Medical,Comedy drama; Medical; NBC; ABC,Bill Lawrence,,,https://www.wikidata.org/w/index.php?search=Scrubs,TV metadata baseline added; verify ongoing-series season counts as of 2026,9,2001-2010,NBC; ABC,TV Series
SCTV,Television,Rick Worland,Important or Influential,,1976,Sketch comedy; Satire,Sketch comedy; Satire; Global; CBC; NBC,Bernard Sahlins; Andrew Alexander,,,https://www.wikidata.org/w/index.php?search=SCTV,TV metadata baseline added; verify ongoing-series season counts as of 2026,6,1976-1984,Global; CBC; NBC,TV Series
Seinfeld,Television,Rick Worland,Personal Top 10,,1989,Comedy; Sitcom,Comedy; Sitcom; NBC,Larry David; Jerry Seinfeld,,,https://www.wikidata.org/w/index.php?search=Seinfeld,TV metadata baseline added; verify ongoing-series season counts as of 2026,9,1989-1998,NBC,TV Series
Sgt. Bilko,Television,David Sedman,Personal Top 10,,1955,Comedy; Sitcom,Comedy; Sitcom; CBS,Nat Hiken,,,https://www.wikidata.org/w/index.php?search=Sgt.%20Bilko,TV metadata baseline added; verify ongoing-series season counts as of 2026,4,1955-1959,CBS,TV Series
Six Feet Under,Television,Jennifer Prediger,Personal Top 10,,2001,Drama; Black comedy,Drama; Black comedy; HBO,Alan Ball,,,https://www.wikidata.org/w/index.php?search=Six%20Feet%20Under,TV metadata baseline added; verify ongoing-series season counts as of 2026,5,2001-2005,HBO,TV Series
Somebody Somewhere,Television,Jennifer Prediger,Personal Top 10,,2022,Comedy drama,Comedy drama; HBO,Hannah Bos; Paul Thureen,,,https://www.wikidata.org/w/index.php?search=Somebody%20Somewhere,TV metadata baseline added; verify ongoing-series season counts as of 2026,3,2022-2024,HBO,TV Series
South Park,Television,Michelle Glasby-Millington,Important or Influential,,1997,Animation; Comedy; Satire,Animation; Comedy; Satire; Comedy Central,Trey Parker; Matt Stone,,,https://www.wikidata.org/w/index.php?search=South%20Park,TV metadata baseline added; verify ongoing-series season counts as of 2026,27,1997-present,Comedy Central,Animated Series
St. Elsewhere,Television,Rick Worland,Important or Influential,,1982,Medical drama,Medical drama; NBC,Joshua Brand; John Falsey,,,https://www.wikidata.org/w/index.php?search=St.%20Elsewhere,TV metadata baseline added; verify ongoing-series season counts as of 2026,6,1982-1988,NBC,TV Series
Star Trek (original series),Television,Sean Griffin,Personal Top 10,,1966,Science fiction; Adventure; Drama,Science fiction; Adventure; Drama; NBC,Gene Roddenberry,,,https://www.wikidata.org/w/index.php?search=Star%20Trek%20%28original%20series%29,TV metadata baseline added; verify ongoing-series season counts as of 2026,3,1966-1969,NBC,TV Series
Star Trek (original series),Television,Rick Worland,Personal Top 10,,1966,Science fiction; Adventure; Drama,Science fiction; Adventure; Drama; NBC,Gene Roddenberry,,,https://www.wikidata.org/w/index.php?search=Star%20Trek%20%28original%20series%29,TV metadata baseline added; verify ongoing-series season counts as of 2026,3,1966-1969,NBC,TV Series
Star Trek (original series),Television,Rick Worland,Inspired my work,,1966,Science fiction; Adventure; Drama,Science fiction; Adventure; Drama; NBC,Gene Roddenberry,,,https://www.wikidata.org/w/index.php?search=Star%20Trek%20%28original%20series%29,TV metadata baseline added; verify ongoing-series season counts as of 2026,3,1966-1969,NBC,TV Series
Succession,Television,David Sedman,Personal Top 10,,2018,Drama; Black comedy; Satire,Drama; Black comedy; Satire; HBO,Jesse Armstrong,,,https://www.wikidata.org/w/index.php?search=Succession,TV metadata baseline added; verify ongoing-series season counts as of 2026,4,2018-2023,HBO,TV Series
Succession,Television,Michelle Glasby-Millington,Personal Top 10,,2018,Drama; Black comedy; Satire,Drama; Black comedy; Satire; HBO,Jesse Armstrong,,,https://www.wikidata.org/w/index.php?search=Succession,TV metadata baseline added; verify ongoing-series season counts as of 2026,4,2018-2023,HBO,TV Series
Survivor,Television,Mark Kerins,Important or Influential,,2000,Reality competition,Reality competition; CBS,Charlie Parsons,,,https://www.wikidata.org/w/index.php?search=Survivor,TV metadata baseline added; verify ongoing-series season counts as of 2026,50,2000-present,CBS,TV Series
Taxi,Television,Rick Worland,Important or Influential,,1978,Comedy; Sitcom,Comedy; Sitcom; ABC; NBC,James L. Brooks; Stan Daniels; David Davis; Ed. Weinberger,,,https://www.wikidata.org/w/index.php?search=Taxi,TV metadata baseline added; verify ongoing-series season counts as of 2026,5,1978-1983,ABC; NBC,TV Series
The Andy Griffith Show,Television,Rick Worland,Personal Top 10,,1960,Comedy; Sitcom,Comedy; Sitcom; CBS,Sheldon Leonard; Danny Thomas,,,https://www.wikidata.org/w/index.php?search=The%20Andy%20Griffith%20Show,TV metadata baseline added; verify ongoing-series season counts as of 2026,8,1960-1968,CBS,TV Series
The Beatles: Get Back,Television,David Sedman,Personal Top 10,,2021,Documentary; Music; Miniseries,Documentary; Music; Miniseries; Disney+,Peter Jackson,,,https://www.wikidata.org/w/index.php?search=The%20Beatles%3A%20Get%20Back,TV metadata baseline added; verify ongoing-series season counts as of 2026,1,2021,Disney+,TV Miniseries
The Brady Bunch,Television,Rick Worland,Important or Influential,,1969,Comedy; Sitcom; Family,Comedy; Sitcom; Family; ABC,Sherwood Schwartz,,,https://www.wikidata.org/w/index.php?search=The%20Brady%20Bunch,TV metadata baseline added; verify ongoing-series season counts as of 2026,5,1969-1974,ABC,TV Series
The Carol Burnett Show,Television,Jennifer Prediger,Important or Influential,,1967,Sketch comedy; Variety,Sketch comedy; Variety; CBS,Joe Hamilton,,,https://www.wikidata.org/w/index.php?search=The%20Carol%20Burnett%20Show,TV metadata baseline added; verify ongoing-series season counts as of 2026,11,1967-1978,CBS,TV Series
The Comeback,Television,Jennifer Prediger,Important or Influential,,2005,Comedy; Satire,Comedy; Satire; HBO,Lisa Kudrow; Michael Patrick King,,,https://www.wikidata.org/w/index.php?search=The%20Comeback,TV metadata baseline added; verify ongoing-series season counts as of 2026,2,2005; 2014,HBO,TV Series
The Golden Girls,Television,Jennifer Prediger,Personal Top 10,,1985,Comedy; Sitcom,Comedy; Sitcom; NBC,Susan Harris,,,https://www.wikidata.org/w/index.php?search=The%20Golden%20Girls,TV metadata baseline added; verify ongoing-series season counts as of 2026,7,1985-1992,NBC,TV Series
The Honeymooners,Television,Rick Worland,Important or Influential,,1955,Comedy; Sitcom,Comedy; Sitcom; CBS,Jackie Gleason,,,https://www.wikidata.org/w/index.php?search=The%20Honeymooners,TV metadata baseline added; verify ongoing-series season counts as of 2026,1,1955-1956,CBS,TV Series
The Jack Benny Show,Television,Rick Worland,Important or Influential,,1950,Comedy; Variety,Comedy; Variety; CBS; NBC,Jack Benny,,,https://www.wikidata.org/w/index.php?search=The%20Jack%20Benny%20Show,TV metadata baseline added; verify ongoing-series season counts as of 2026,15,1950-1965,CBS; NBC,TV Series
The Larry Sanders Show,Television,Jennifer Prediger,Important or Influential,,1992,Comedy; Sitcom; Satire,Comedy; Sitcom; Satire; HBO,Garry Shandling; Dennis Klein,,,https://www.wikidata.org/w/index.php?search=The%20Larry%20Sanders%20Show,TV metadata baseline added; verify ongoing-series season counts as of 2026,6,1992-1998,HBO,TV Series
The Mary Tyler Moore Show,Television,Rick Worland,Personal Top 10,,1970,Comedy; Sitcom,Comedy; Sitcom; CBS,James L. Brooks; Allan Burns,,,https://www.wikidata.org/w/index.php?search=The%20Mary%20Tyler%20Moore%20Show,TV metadata baseline added; verify ongoing-series season counts as of 2026,7,1970-1977,CBS,TV Series
The PJs,Television,David Sedman,Personal Top 10,,1999,Animation; Comedy; Sitcom,Animation; Comedy; Sitcom; Fox; The WB,Eddie Murphy; Larry Wilmore; Steve Tompkins,,,https://www.wikidata.org/w/index.php?search=The%20PJs,TV metadata baseline added; verify ongoing-series season counts as of 2026,3,1999-2001,Fox; The WB,Animated Series
The Simpsons,Television,David Sedman,Important or Influential,,1989,Animation; Comedy; Sitcom; Satire,Animation; Comedy; Sitcom; Satire; Fox,Matt Groening,,,https://www.wikidata.org/w/index.php?search=The%20Simpsons,TV metadata baseline added; verify ongoing-series season counts as of 2026,37,1989-present,Fox,Animated Series
The Simpsons,Television,Mark Kerins,Personal Top 10,,1989,Animation; Comedy; Sitcom; Satire,Animation; Comedy; Sitcom; Satire; Fox,Matt Groening,,,https://www.wikidata.org/w/index.php?search=The%20Simpsons,TV metadata baseline added; verify ongoing-series season counts as of 2026,37,1989-present,Fox,Animated Series
The Simpsons,Television,Mark Kerins,Important or Influential,,1989,Animation; Comedy; Sitcom; Satire,Animation; Comedy; Sitcom; Satire; Fox,Matt Groening,,,https://www.wikidata.org/w/index.php?search=The%20Simpsons,TV metadata baseline added; verify ongoing-series season counts as of 2026,37,1989-present,Fox,Animated Series
The Sopranos,Television,Michelle Glasby-Millington,Personal Top 10,,1999,Crime; Drama,Crime; Drama; HBO,David Chase,,,https://www.wikidata.org/w/index.php?search=The%20Sopranos,TV metadata baseline added; verify ongoing-series season counts as of 2026,6,1999-2007,HBO,TV Series
The Sopranos,Television,Michelle Glasby-Millington,Important or Influential,,1999,Crime; Drama,Crime; Drama; HBO,David Chase,,,https://www.wikidata.org/w/index.php?search=The%20Sopranos,TV metadata baseline added; verify ongoing-series season counts as of 2026,6,1999-2007,HBO,TV Series
The Sopranos,Television,Rick Worland,Personal Top 10,,1999,Crime; Drama,Crime; Drama; HBO,David Chase,,,https://www.wikidata.org/w/index.php?search=The%20Sopranos,TV metadata baseline added; verify ongoing-series season counts as of 2026,6,1999-2007,HBO,TV Series
The Sopranos,Television,Mark Kerins,Important or Influential,,1999,Crime; Drama,Crime; Drama; HBO,David Chase,,,https://www.wikidata.org/w/index.php?search=The%20Sopranos,TV metadata baseline added; verify ongoing-series season counts as of 2026,6,1999-2007,HBO,TV Series
The West Wing,Television,Mark Kerins,Important or Influential,,1999,Drama; Political,Drama; Political; NBC,Aaron Sorkin,,,https://www.wikidata.org/w/index.php?search=The%20West%20Wing,TV metadata baseline added; verify ongoing-series season counts as of 2026,7,1999-2006,NBC,TV Series
The Wire,Television,Michelle Glasby-Millington,Personal Top 10,,2002,Crime; Drama,Crime; Drama; HBO,David Simon,,,https://www.wikidata.org/w/index.php?search=The%20Wire,TV metadata baseline added; verify ongoing-series season counts as of 2026,5,2002-2008,HBO,TV Series
